Products — Final Business Master,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
"Final values only • Filterable catalogue • Profit, margin and markup are formula-driven",,,,,,,,,,,,,
,,,,,,,,,,,,,
SKU,Product Name,Category,Sales Type,Unit of Measure,Pack Quantity,Currency,Wholesale Price,Buying Price,Profit,Profit Margin %,Markup %,Active,Source Key
RS-001788,GATTA REGISTER IMP NO 5,GATTA REGISTER,Wholesale,Piece,,PKR,740,700,40,0.05405405405405406,0.05714285714285714,True,WS-RATES:50:25
RS-001789,GIFT BAG M4,BAGS,Wholesale,Piece,,PKR,660,630,30,0.045454545454545456,0.047619047619047616,True,WS-RATES:50:26
RS-001790,GATTA REGISTER IMP NO 4,GATTA REGISTER,Wholesale,Piece,,PKR,620,580,40,0.06451612903225806,0.06896551724137931,True,WS-RATES:50:27
RS-001791,FANCY GEOMETRY A-307,FANCY GEOMETRY,Wholesale,Piece,,PKR,420,390,30,0.07142857142857142,0.07692307692307693,True,WS-RATES:50:28
RS-001792,FANCY GEOMETRY JH-221,FANCY GEOMETRY,Wholesale,Piece,,PKR,300,270,30,0.1,0.1111111111111111,True,WS-RATES:50:29
RS-001793,GATTA REGISTER IMP NO 3,GATTA REGISTER,Wholesale,Piece,,PKR,520,480,40,0.07692307692307693,0.08333333333333333,True,WS-RATES:50:30
RS-001794,GIFT BAG M1H,BAGS,Wholesale,Piece,,PKR,1040,1000,40,0.038461538461538464,0.04,True,WS-RATES:50:31
RS-001795,FANCY GEOMETRY QY-10,FANCY GEOMETRY,Wholesale,Piece,,PKR,260,230,30,0.11538461538461539,0.13043478260869565,True,WS-RATES:50:32
RS-001796,GATTA REGISTER IMP NO 2,GATTA REGISTER,Wholesale,Piece,,PKR,420,380,40,0.09523809523809523,0.10526315789473684,True,WS-RATES:50:33
RS-001797,GIFT BAG M1V,BAGS,Wholesale,Piece,,PKR,1040,1000,40,0.038461538461538464,0.04,True,WS-RATES:50:34
RS-001798,GATTA REGISTER 68 NO 7 (S),GATTA REGISTER,Wholesale,Piece,,PKR,310,285,25,0.08064516129032258,0.08771929824561403,True,WS-RATES:50:35
RS-001799,GIFT BAG UMRAH,BAGS,Wholesale,Piece,,PKR,780,750,30,0.038461538461538464,0.04,True,WS-RATES:50:36
RS-001800,GATTA REGISTER 68 NO 6 (S),GATTA REGISTER,Wholesale,Piece,,PKR,280,225,55,0.19642857142857142,0.24444444444444444,True,WS-RATES:50:37
RS-001801,GIFT BAG S5,BAGS,Wholesale,Piece,,PKR,420,390,30,0.07142857142857142,0.07692307692307693,True,WS-RATES:51:2
RS-001802,FANCY GEOMETRY W-81,FANCY GEOMETRY,Wholesale,Piece,,PKR,260,230,30,0.11538461538461539,0.13043478260869565,True,WS-RATES:51:3
RS-001803,GATTA REGISTER 68 NO 5 (S),GATTA REGISTER,Wholesale,Piece,,PKR,250,205,45,0.18,0.21951219512195122,True,WS-RATES:51:4
RS-001804,FANCY GEOMETRI BX-39651,FANCY GEOMETRY,Wholesale,Piece,,PKR,260,220,40,0.15384615384615385,0.18181818181818182,True,WS-RATES:51:5
RS-001805,GATTA REGISTER 68 NO 4 (S),GATTA REGISTER,Wholesale,Piece,,PKR,220,185,35,0.1590909090909091,0.1891891891891892,True,WS-RATES:51:6
RS-001806,GIFT BAG S4,BAGS,Wholesale,Piece,,PKR,400,365,35,0.0875,0.0958904109589041,True,WS-RATES:51:7
RS-001807,GIFT BAG S3,BAGS,Wholesale,Piece,,PKR,490,450,40,0.08163265306122448,0.08888888888888889,True,WS-RATES:51:8
RS-001808,GATTA REGISTER 68 NO 2 (S),GATTA REGISTER,Wholesale,Piece,,PKR,160,135,25,0.15625,0.18518518518518517,True,WS-RATES:51:9
RS-001809,GIFT BAG S2,BAGS,Wholesale,Piece,,PKR,550,500,50,0.09090909090909091,0.1,True,WS-RATES:51:10
RS-001810,GIFT BAG S1,BAGS,Wholesale,Piece,,PKR,600,550,50,0.08333333333333333,0.09090909090909091,True,WS-RATES:51:11
RS-001811,GATTA REGISTER 68 NO 3 (S),GATTA REGISTER,Wholesale,Piece,,PKR,200,155,45,0.225,0.2903225806451613,True,WS-RATES:51:12
RS-001812,GIFT FLOWERS SMALL(JAR),CHINA,Wholesale,Jar,,PKR,480,420,60,0.125,0.14285714285714285,True,WS-RATES:51:13
RS-001813,CRYSTAL BAG LARGE,BAGS,Wholesale,Piece,,PKR,840,780,60,0.07142857142857142,0.07692307692307693,True,WS-RATES:51:14
RS-001814,GIFT RIBBON ROLE,CHINA,Wholesale,Piece,,PKR,600,520,80,0.13333333333333333,0.15384615384615385,True,WS-RATES:51:15
RS-001815,CRYSTAL BAG M3,BAGS,Wholesale,Piece,,PKR,580,570,10,0.017241379310344827,0.017543859649122806,True,WS-RATES:51:16
RS-001816,GATTA REGISTER 68 NO 7,GATTA REGISTER,Wholesale,Piece,,PKR,540,500,40,0.07407407407407407,0.08,True,WS-RATES:51:17
RS-001817,GATTA REGISTER 68 NO 6,GATTA REGISTER,Wholesale,Piece,,PKR,460,430,30,0.06521739130434782,0.06976744186046512,True,WS-RATES:51:18
RS-001818,CLUTCH PENCIL,FANCY PENCIL,Wholesale,Piece,,PKR,55,50,5,0.09090909090909091,0.1,True,WS-RATES:51:19
RS-001819,GATTA REGISTER 68 NO 5,GATTA REGISTER,Wholesale,Piece,,PKR,420,395,25,0.05952380952380952,0.06329113924050633,True,WS-RATES:51:20
RS-001820,CRYSTAL BAG M4,BAGS,Wholesale,Piece,,PKR,680,650,30,0.04411764705882353,0.046153846153846156,True,WS-RATES:51:21
RS-001821,GATTA REGISTER 68 NO 4,GATTA REGISTER,Wholesale,Piece,,PKR,380,352,28,0.07368421052631578,0.07954545454545454,True,WS-RATES:51:22
RS-001822,GATTA REISTER 68 NO 3,GATTA REGISTER,Wholesale,Piece,,PKR,350,322,28,0.08,0.08695652173913043,True,WS-RATES:51:23
RS-001823,CRYSTAL BAG M2,BAGS,Wholesale,Piece,,PKR,470,425,45,0.09574468085106383,0.10588235294117647,True,WS-RATES:51:24
RS-001824,GATTA REGISTER 68 NO 2,GATTA REGISTER,Wholesale,Piece,,PKR,290,265,25,0.08620689655172414,0.09433962264150944,True,WS-RATES:51:25
RS-001825,CRYSTAL BAG M1,BAGS,Wholesale,Piece,,PKR,320,285,35,0.109375,0.12280701754385964,True,WS-RATES:51:26
RS-001826,MAGIC CUBE QYTOYS,CHINA,Wholesale,Piece,,PKR,200,167,33,0.165,0.19760479041916168,True,WS-RATES:51:27
RS-001827,GATTA REGISTER 68 NO 1,GATTA REGISTER,Wholesale,Piece,,PKR,250,222,28,0.112,0.12612612612612611,True,WS-RATES:51:28
RS-001828,4 IN 1 BALL PEN,BALL POINT,Wholesale,Piece,,PKR,50,40,10,0.2,0.25,True,WS-RATES:51:29
RS-001829,PIANO RYTHM,BALL POINT,Wholesale,Piece,,PKR,240,228,12,0.05,0.05263157894736842,True,WS-RATES:51:30
RS-001830,10IN1 BALL PEN,BALL POINT,Wholesale,Piece,,PKR,65,52,13,0.2,0.25,True,WS-RATES:51:31
RS-001831,SIKKA PENCIL CT (42PCS),PENCILS,Wholesale,Pack,42,PKR,950,820,130,0.1368421052631579,0.15853658536585366,True,WS-RATES:51:32
RS-001832,CUTTER BLADE (SMALL),CHINA,Wholesale,Piece,,PKR,70,55,15,0.21428571428571427,0.2727272727272727,True,WS-RATES:51:33
RS-001833,FOAMIC SIMPLE 19x19,NEW LIFE,Wholesale,Piece,,PKR,270,240,30,0.1111111111111111,0.125,True,WS-RATES:51:34
RS-001834,CUTTER BLADE (LARGE),CHINA,Wholesale,Piece,,PKR,100,75,25,0.25,0.3333333333333333,True,WS-RATES:51:35
RS-001835,0.7 SIKKA MICRO,CHINA,Wholesale,Piece,,PKR,540,510,30,0.05555555555555555,0.058823529411764705,True,WS-RATES:51:36
RS-001836,0.5 SIKKA MICRO,CHINA,Wholesale,Piece,,PKR,480,460,20,0.041666666666666664,0.043478260869565216,True,WS-RATES:51:37
RS-001837,SIKKA PENCIL DIL (32PCS),PENCILS,Wholesale,Pack,32,PKR,1280,1200,80,0.0625,0.06666666666666667,True,WS-RATES:52:2
RS-001838,FIBER FILE,FILE,Wholesale,Piece,,PKR,150,120,30,0.2,0.25,True,WS-RATES:52:3
RS-001839,KIDDY K1500 MATH BOX,GEOMATRIES,Wholesale,Box,,PKR,230,190,40,0.17391304347826086,0.21052631578947367,True,WS-RATES:52:4
RS-001840,KIDDY GEOMETRY (CRYSTAL),GEOMATRIES,Wholesale,Piece,,PKR,75,68,7,0.09333333333333334,0.10294117647058823,True,WS-RATES:52:5
RS-001841,DELI HEAVY DUTY STAPLER 0385,STAPLERS,Wholesale,Piece,,PKR,6000,5550,450,0.075,0.08108108108108109,True,WS-RATES:52:6
RS-001842,KIDCO K600 GEOMETRY,GEOMATRIES,Wholesale,Piece,,PKR,120,95,25,0.20833333333333334,0.2631578947368421,True,WS-RATES:52:7
RS-001843,DELI HEAVY DUTY STAPLER 0383,STAPLERS,Wholesale,Piece,,PKR,6900,6450,450,0.06521739130434782,0.06976744186046512,True,WS-RATES:52:8
RS-001844,BOX FILE A4 (1 INCH),FILE,Wholesale,Box,,PKR,230,210,20,0.08695652173913043,0.09523809523809523,True,WS-RATES:52:9
RS-001845,KIDCO K1200 GEOMETRY,GEOMATRIES,Wholesale,Piece,,PKR,130,95,35,0.2692307692307692,0.3684210526315789,True,WS-RATES:52:10
RS-001846,BOX FILE LEAGLE (1 INCH),FILE,Wholesale,Box,,PKR,240,215,25,0.10416666666666667,0.11627906976744186,True,WS-RATES:52:11
RS-001847,DELI HEAVY DUTY STAPLER 0395,STAPLERS,Wholesale,Piece,,PKR,5500,4900,600,0.10909090909090909,0.12244897959183673,True,WS-RATES:52:12
RS-001848,KIDCO D SET SQUARE,D-SET SQARE,Wholesale,Set,,PKR,57,46,11,0.19298245614035087,0.2391304347826087,True,WS-RATES:52:13
RS-001849,BOX FI,FILE,Wholesale,Box,,PKR,240,220,20,0.08333333333333333,0.09090909090909091,True,WS-RATES:52:14
RS-001850,PUR/DAR D,D,Wholesale,Piece,,PKR,12,9,3,0.25,0.3333333333333333,True,WS-RATES:52:15
RS-001851,DELI TABLE PEN,BALL POINT,Wholesale,Piece,,PKR,135,115,20,0.14814814814814814,0.17391304347826086,True,WS-RATES:52:16
RS-001852,KIDCO D (1 PCS),D,Individual,Piece,1,PKR,25,20,5,0.2,0.25,True,WS-RATES:52:17
RS-001853,KIDCO ERASER K736,ERASERS,Wholesale,Piece,,PKR,520,480,40,0.07692307692307693,0.08333333333333333,True,WS-RATES:52:18
RS-001854,KIDCO ERASER JAR,ERASERS,Wholesale,Jar,,PKR,600,530,70,0.11666666666666667,0.1320754716981132,True,WS-RATES:52:19
RS-001855,RITO WATER DAMPER,CHINA,Wholesale,Piece,,PKR,45,37,8,0.17777777777777778,0.21621621621621623,True,WS-RATES:52:20
RS-001856,SWAN WATER DAMPER,CHINA,Wholesale,Piece,,PKR,100,86,14,0.14,0.16279069767441862,True,WS-RATES:52:21
RS-001857,DEER OIL PASTEL (12PCS),CRAYONS,Wholesale,Pack,12,PKR,228,190,38,0.16666666666666666,0.2,True,WS-RATES:52:22
RS-001858,KIDCO INK PEN SPRINTER,INK PEN,Wholesale,Piece,,PKR,380,350,30,0.07894736842105263,0.08571428571428572,True,WS-RATES:52:23
RS-001859,KIDCO INK PEN SMASHUP,INK PEN,Wholesale,Piece,,PKR,670,650,20,0.029850746268656716,0.03076923076923077,True,WS-RATES:52:24
RS-001860,KIDCO INK PEN SMASHUP (CRYST),INK PEN,Wholesale,Piece,,PKR,670,650,20,0.029850746268656716,0.03076923076923077,True,WS-RATES:52:25
RS-001861,DEER BOARD MARKER 1 PCS,BOARD & PERMANENT,Individual,Piece,1,PKR,49,39,10,0.20408163265306123,0.2564102564102564,True,WS-RATES:52:26
RS-001862,KIDCO INK PEN SHINING STAR,INK PEN,Wholesale,Piece,,PKR,380,350,30,0.07894736842105263,0.08571428571428572,True,WS-RATES:52:27
RS-001863,7 STAR POSTER COLOUR (30ML),POSTER COLORS,Wholesale,Piece,,PKR,350,300,50,0.14285714285714285,0.16666666666666666,True,WS-RATES:52:28
RS-001864,DEER PERMANENT 1PCS,BOARD & PERMANENT,Individual,Piece,1,PKR,38,31.5,6.5,0.17105263157894737,0.20634920634920634,True,WS-RATES:52:29
RS-001865,KIDCO POSTER COLOUR (30ML),POSTER COLORS,Wholesale,Piece,,PKR,440,408,32,0.07272727272727272,0.0784313725490196,True,WS-RATES:52:30
RS-001866,DEER PERMANENT MARKER,BOARD & PERMANENT,Wholesale,Piece,,PKR,454,376,78,0.17180616740088106,0.2074468085106383,True,WS-RATES:52:31
RS-001867,DEER BOARD MARKER,BOARD & PERMANENT,Wholesale,Piece,,PKR,580,468,112,0.19310344827586207,0.23931623931623933,True,WS-RATES:52:32
RS-001868,DEER COLOUR 6 HALF,PENCIL COLOR,Wholesale,Piece,,PKR,37,33,4,0.10810810810810811,0.12121212121212122,True,WS-RATES:52:33
RS-001869,DEER COLOUR 12 HALF,PENCIL COLOR,Wholesale,Piece,,PKR,72,59,13,0.18055555555555555,0.22033898305084745,True,WS-RATES:52:34
RS-001870,DEER COLOUR 12 FULL,PENCIL COLOR,Wholesale,Piece,,PKR,118,97,21,0.17796610169491525,0.21649484536082475,True,WS-RATES:52:35
RS-001871,DEER WONDER PENCIL,PENCILS,Wholesale,Piece,,PKR,166,145,21,0.12650602409638553,0.14482758620689656,True,WS-RATES:52:36
RS-001872,DEER OFFIPRO PENCIL,PENCILS,Wholesale,Piece,,PKR,180,176,4,0.022222222222222223,0.022727272727272728,True,WS-RATES:52:37
RS-001873,DEER YAHOO PENCIL,PENCILS,Wholesale,Piece,,PKR,176,170,6,0.03409090909090909,0.03529411764705882,True,WS-RATES:53:2
RS-001874,DL GUM STICK (15G),GUM STICK,Wholesale,Piece,,PKR,75,67,8,0.10666666666666667,0.11940298507462686,True,WS-RATES:53:3
RS-001875,DEER SUPER EXCEL PENCIL,PENCILS,Wholesale,Piece,,PKR,96,74,22,0.22916666666666666,0.2972972972972973,True,WS-RATES:53:4
RS-001876,DL GUM STICK (9G),GUM STICK,Wholesale,Piece,,PKR,39,35,4,0.10256410256410256,0.11428571428571428,True,WS-RATES:53:5
RS-001877,DEER 12 PCS JUMBO MARKER COL,MARKER,Wholesale,Pack,12,PKR,420,378,42,0.1,0.1111111111111111,True,WS-RATES:53:6
RS-001878,LOUFAR GUM STICK (15G)20 PCS,GUM STICK,Wholesale,Pack,20,PKR,80,72,8,0.1,0.1111111111111111,True,WS-RATES:53:7
RS-001879,DEER ST 12,MARKER,Wholesale,Piece,,PKR,119,104,15,0.12605042016806722,0.14423076923076922,True,WS-RATES:53:8
RS-001880,MAX BALL PEN,BALL POINT,Wholesale,Piece,,PKR,260,230,30,0.11538461538461539,0.13043478260869565,True,WS-RATES:53:9
RS-001881,DEER ST 10,MARKER,Wholesale,Piece,,PKR,104,90,14,0.1346153846153846,0.15555555555555556,True,WS-RATES:53:10
RS-001882,M&G STAPLER PIN 24/6,STAPLER PIN,Wholesale,Piece,,PKR,47,43,4,0.0851063829787234,0.09302325581395349,True,WS-RATES:53:11
RS-001883,DEER BUTTERFLY WATER COLOUR,WATER COLORS,Wholesale,Piece,,PKR,85,75,10,0.11764705882352941,0.13333333333333333,True,WS-RATES:53:12
RS-001884,M&G/DELI GUM STICK (36G),GUM STICK,Wholesale,Piece,,PKR,145,130,15,0.10344827586206896,0.11538461538461539,True,WS-RATES:53:13
RS-001885,DEER MR ERASER DR 40,ERASERS,Wholesale,Piece,,PKR,345,314,31,0.08985507246376812,0.09872611464968153,True,WS-RATES:53:14
RS-001886,M&G PENCIL 3000,PENCILS,Wholesale,Piece,,PKR,186,176,10,0.053763440860215055,0.056818181818181816,True,WS-RATES:53:15
RS-001887,DEER GUM STICK 8G,GUM STICK,Wholesale,Piece,,PKR,408,335,73,0.17892156862745098,0.21791044776119403,True,WS-RATES:53:16
RS-001888,M&G MGS 19 STAPLER,STAPLERS,Wholesale,Piece,,PKR,280,260,20,0.07142857142857142,0.07692307692307693,True,WS-RATES:53:17
RS-001889,M&G MGS 14 STAPLER,STAPLERS,Wholesale,Piece,,PKR,240,200,40,0.16666666666666666,0.2,True,WS-RATES:53:18
RS-001890,DEER TOPPER JAR,PENCIL JAR,Wholesale,Jar,,PKR,400,360,40,0.1,0.1111111111111111,True,WS-RATES:53:19
RS-001891,M&G STAPLER PIN 23/24,STAPLER PIN,Wholesale,Piece,,PKR,350,325,25,0.07142857142857142,0.07692307692307693,True,WS-RATES:53:20
RS-001892,DEER SUPER EXCEL JAR,PENCIL JAR,Wholesale,Jar,,PKR,390,295,95,0.24358974358974358,0.3220338983050847,True,WS-RATES:53:21
RS-001893,M&G STAPLER PIN 23/20,STAPLER PIN,Wholesale,Piece,,PKR,310,290,20,0.06451612903225806,0.06896551724137931,True,WS-RATES:53:22
RS-001894,M&G STAPLER PIN 23/17,STAPLER PIN,Wholesale,Piece,,PKR,240,220,20,0.08333333333333333,0.09090909090909091,True,WS-RATES:53:23
RS-001895,DEER PC 24COLOUR FULL,PENCIL COLOR,Wholesale,Piece,,PKR,300,232,68,0.22666666666666666,0.29310344827586204,True,WS-RATES:53:24
RS-001896,DUX 23/15 STAPLER PIN,STAPLER PIN,Wholesale,Piece,,PKR,215,195,20,0.09302325581395349,0.10256410256410256,True,WS-RATES:53:25
RS-001897,DEER PC 12 FULL COLOUR,PENCIL COLOR,Wholesale,Piece,,PKR,177,138,39,0.22033898305084745,0.2826086956521739,True,WS-RATES:53:26
RS-001898,M&G STAPLER PIN 23/13,STAPLER PIN,Wholesale,Piece,,PKR,190,170,20,0.10526315789473684,0.11764705882352941,True,WS-RATES:53:27
RS-001899,DEER PC 12 HALF COLOUR,PENCIL COLOR,Wholesale,Piece,,PKR,90,70,20,0.2222222222222222,0.2857142857142857,True,WS-RATES:53:28
RS-001900,M&G STAPLER PIN 23/10,STAPLER PIN,Wholesale,Piece,,PKR,165,150,15,0.09090909090909091,0.1,True,WS-RATES:53:29
RS-001901,DUX INK PEN 266 (SINGLE),INK PEN,Wholesale,Piece,,PKR,132,125,7,0.05303030303030303,0.056,True,WS-RATES:53:30
RS-001902,DUX INK PEN 443,INK PEN,Wholesale,Piece,,PKR,744,720,24,0.03225806451612903,0.03333333333333333,True,WS-RATES:53:31
RS-001903,TEMPO CORRECTION PEN,Correction pen,Wholesale,Piece,,PKR,34,32.3,1.7000000000000028,0.050000000000000086,0.052631578947368515,True,WS-RATES:53:32
RS-001904,TEMPO ST 12,MARKER COLOR,Wholesale,Piece,,PKR,130,123,7,0.05384615384615385,0.056910569105691054,True,WS-RATES:53:33
RS-001905,M&G STAPLER PIN 23/8,STAPLER PIN,Wholesale,Piece,,PKR,140,120,20,0.14285714285714285,0.16666666666666666,True,WS-RATES:53:34
RS-001907,DUX 12 HALF COLOUR PENCIL,PENCIL COLOR,Wholesale,Piece,,PKR,110,100,10,0.09090909090909091,0.1,True,WS-RATES:53:36
RS-001908,DUX D10 STAPLER,STAPLERS,Wholesale,Piece,,PKR,225,212,13,0.057777777777777775,0.06132075471698113,True,WS-RATES:53:37
RS-001909,DUX 702 MATHEMATICAL GEOMAT,GEOMATRIES,Wholesale,Piece,,PKR,370,325,45,0.12162162162162163,0.13846153846153847,True,WS-RATES:54:2
RS-001910,DUX BROWN PENCIL,PENCIL COLOR,Wholesale,Piece,,PKR,208,198,10,0.04807692307692308,0.050505050505050504,True,WS-RATES:54:3
RS-001911,DUX 12 FULL COLOUR PENCIL,PENCIL COLOR,Wholesale,Piece,,PKR,197,179,18,0.09137055837563451,0.1005586592178771,True,WS-RATES:54:4
RS-001912,DUX TI KONE PENCIL,PENCILS,Wholesale,Piece,,PKR,178,170,8,0.0449438202247191,0.047058823529411764,True,WS-RATES:54:5
RS-001913,DUX 10 NUMBER PIN,STAPLER PIN,Wholesale,Piece,,PKR,28,26,2,0.07142857142857142,0.07692307692307693,True,WS-RATES:54:6
RS-001914,DUX 24/6 PIN,STAPLER PIN,Wholesale,Piece,,PKR,48,44,4,0.08333333333333333,0.09090909090909091,True,WS-RATES:54:7
RS-001915,DUX 10 NUMBER PIN (BOX),STAPLER PIN,Wholesale,Box,,PKR,550,515,35,0.06363636363636363,0.06796116504854369,True,WS-RATES:54:8
RS-001916,DUX 6 INCH SCALE,SCALES,Wholesale,Piece,,PKR,23,20,3,0.13043478260869565,0.15,True,WS-RATES:54:9
RS-001917,DUX 24/6 PIN (BOX),STAPLER PIN,Wholesale,Box,,PKR,460,440,20,0.043478260869565216,0.045454545454545456,True,WS-RATES:54:10
RS-001918,DUX D90 STAPLER,STAPLERS,Wholesale,Piece,,PKR,350,325,25,0.07142857142857142,0.07692307692307693,True,WS-RATES:54:11
RS-001919,DUX D12 STAPLER,STAPLERS,Wholesale,Piece,,PKR,390,355,35,0.08974358974358974,0.09859154929577464,True,WS-RATES:54:12
RS-001920,DUX SILVER PENCIL 7000,PENCILS,Wholesale,Piece,,PKR,196,186,10,0.05102040816326531,0.053763440860215055,True,WS-RATES:54:13
RS-001921,G/F PICASSO GRIP,BALL POINT,Wholesale,Piece,,PKR,140,135.5,4.5,0.03214285714285714,0.033210332103321034,True,WS-RATES:54:14
RS-001922,DUX TRIWITER 777 PENCIL(GLAS),PENCIL JAR,Wholesale,Piece,,PKR,880,860,20,0.022727272727272728,0.023255813953488372,True,WS-RATES:54:15
RS-001923,G/F PICASSO ORIA,BALL POINT,Wholesale,Piece,,PKR,200,175,25,0.125,0.14285714285714285,True,WS-RATES:54:16
RS-001924,G/F CRAYONS JUMBO,CRAYONS,Wholesale,Piece,,PKR,188,174,14,0.07446808510638298,0.08045977011494253,True,WS-RATES:54:17
RS-001925,DUX FRIES PENCIL 555(GLASS),PENCIL JAR,Wholesale,Piece,,PKR,480,460,20,0.041666666666666664,0.043478260869565216,True,WS-RATES:54:18
RS-001926,G/F CRAYONS 9MM,CRAYONS,Wholesale,Piece,,PKR,124,115,9,0.07258064516129033,0.0782608695652174,True,WS-RATES:54:19
RS-001927,G/F POSTER COLOUR 30ML,POSTER COLORS,Wholesale,Piece,,PKR,502,466,36,0.07171314741035857,0.07725321888412018,True,WS-RATES:54:20
RS-001928,G/F POSTER COLOUR 6+1,POSTER COLORS,Wholesale,Pack,7,PKR,165,153,12,0.07272727272727272,0.0784313725490196,True,WS-RATES:54:21
RS-001929,G/F BROWN PENCIL,PENCILS,Wholesale,Piece,,PKR,175,163,12,0.06857142857142857,0.0736196319018405,True,WS-RATES:54:22
RS-001930,G/F RAUSHAN 12PCS,PENCILS,Wholesale,Pack,12,PKR,181,169.6,11.400000000000006,0.06298342541436468,0.06721698113207551,True,WS-RATES:54:23
RS-001931,G/F BROWN JAR (48 pc),PENCIL JAR,Wholesale,Jar,48,PKR,700,650,50,0.07142857142857142,0.07692307692307693,True,WS-RATES:54:24
RS-001932,G/F RAUSHAN JAR,PENCIL JAR,Wholesale,Jar,,PKR,724,680,44,0.06077348066298342,0.06470588235294118,True,WS-RATES:54:25
RS-001933,G/F COLOUR 12 FULL,PENCIL COLOR,Wholesale,Piece,,PKR,189,175.7,13.300000000000011,0.07037037037037043,0.07569721115537856,True,WS-RATES:54:26
RS-001934,G/F COLOUR 12 HALF,PENCIL COLOR,Wholesale,Piece,,PKR,109,98,11,0.10091743119266056,0.11224489795918367,True,WS-RATES:54:27
RS-001935,G/F COLOUR 6 HALF,PENCIL COLOR,Wholesale,Piece,,PKR,59,54.8,4.200000000000003,0.07118644067796615,0.07664233576642342,True,WS-RATES:54:28
RS-001936,G/F INK CARTRIDGE,CARTRIDGE,Wholesale,Piece,,PKR,28,26,2,0.07142857142857142,0.07692307692307693,True,WS-RATES:54:29
RS-001937,DUX BROWN PENCIL JAR,PENCIL JAR,Wholesale,Jar,,PKR,832,800,32,0.038461538461538464,0.04,True,WS-RATES:54:30
RS-001938,DUX 222 PENCIL JAR,PENCIL JAR,Wholesale,Jar,,PKR,700,670,30,0.04285714285714286,0.04477611940298507,True,WS-RATES:54:31
RS-001939,DUX INK PEN SAFARI,INK PEN,Wholesale,Piece,,PKR,760,715,45,0.05921052631578947,0.06293706293706294,True,WS-RATES:54:32
RS-001940,DUX INK PEN WAVE,INK PEN,Wholesale,Piece,,PKR,650,615,35,0.05384615384615385,0.056910569105691054,True,WS-RATES:54:33
RS-001941,DUX INK PEN GRADIENT,INK PEN,Wholesale,Piece,,PKR,760,715,45,0.05921052631578947,0.06293706293706294,True,WS-RATES:54:34
RS-001942,DUX INK PEN 250,INK PEN,Wholesale,Piece,,PKR,780,750,30,0.038461538461538464,0.04,True,WS-RATES:54:35
RS-001943,DUX D60 ERASER,ERASERS,Wholesale,Piece,,PKR,400,385,15,0.0375,0.03896103896103896,True,WS-RATES:54:36
RS-001944,DUX D45 ERASER,ERASERS,Wholesale,Piece,,PKR,295,270,25,0.0847457627118644,0.09259259259259259,True,WS-RATES:54:37
RS-001945,DUX COMPASS,COMPASS,Wholesale,Piece,,PKR,77,70,7,0.09090909090909091,0.1,True,WS-RATES:55:2
RS-001946,ORO TANGO STAPLER NO 10,STAPLERS,Wholesale,Piece,,PKR,205,185,20,0.0975609756097561,0.10810810810810811,True,WS-RATES:55:3
RS-001947,ORO SIGMA STAPLER,STAPLERS,Wholesale,Piece,,PKR,200,170,30,0.15,0.17647058823529413,True,WS-RATES:55:4
RS-001948,ORO MINIO STAPLER 10 NUMBER,STAPLERS,Wholesale,Piece,,PKR,145,125,20,0.13793103448275862,0.16,True,WS-RATES:55:5
RS-001949,DUX CORRECTION PEN 140(12PCS),Correction pen,Wholesale,Pack,12,PKR,456,440,16,0.03508771929824561,0.03636363636363636,True,WS-RATES:55:6
RS-001950,ORO FLORENSE STAPLER,STAPLERS,Wholesale,Piece,,PKR,180,155,25,0.1388888888888889,0.16129032258064516,True,WS-RATES:55:7
RS-001951,DUX CORRECTION 139(24PCS),Correction pen,Wholesale,Pack,24,PKR,912,850,62,0.06798245614035088,0.07294117647058823,True,WS-RATES:55:8
RS-001952,ORO MATH BOX 1 PCS,GEOMATRIES,Individual,Piece,1,PKR,275,220,55,0.2,0.25,True,WS-RATES:55:9
RS-001953,ORO LA BELLO MIRROR PENCIL B,GEOMATRIES,Wholesale,Piece,,PKR,330,275,55,0.16666666666666666,0.2,True,WS-RATES:55:10
RS-001954,ORO KELLY PENCIL BOX,GEOMATRIES,Wholesale,Box,,PKR,125,88,37,0.296,0.42045454545454547,True,WS-RATES:55:11
RS-001955,ORO COCO BEAR PENCIL BOX,GEOMATRIES,Wholesale,Box,,PKR,190,155,35,0.18421052631578946,0.22580645161290322,True,WS-RATES:55:12
RS-001956,ORO VEEZO ERASER JAR,ERASERS,Wholesale,Jar,,PKR,320,280,40,0.125,0.14285714285714285,True,WS-RATES:55:13
RS-001957,ORO O WRITE,POINTER,Wholesale,Piece,,PKR,720,660,60,0.08333333333333333,0.09090909090909091,True,WS-RATES:55:14
RS-001958,ORO,BALL POINT,Wholesale,Piece,,PKR,350,290,60,0.17142857142857143,0.20689655172413793,True,WS-RATES:55:15
RS-001959,ORO INVENTER,BALL POINT,Wholesale,Piece,,PKR,340,275,65,0.19117647058823528,0.23636363636363636,True,WS-RATES:55:16
RS-001960,ORO CORRECTION 1PCS,Correction pen,Individual,Piece,1,PKR,37,33,4,0.10810810810810811,0.12121212121212122,True,WS-RATES:55:17
